Data,S&P Comp. P,Dividend D,Earnings E,Consumer Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price ,RealEarnings,Real TR Scaled Earnings ,Cyclically Adjusted P/E10 or CAPE,,Cyclically Adjusted TR P/E10 or TR CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized  Returns
1906.04,9.43,0.35,0.7,8.47,1906.29,3.49,350.77,13.14,"2,045.11",26.04,151.81,18.88,,22.56,4.54%,1,6.57,2.48%,1.25%,1.23%
1906.05,9.18,0.36,0.71,8.56,1906.37,3.51,337.68,13.21,"1,975.19",26.02,152.23,18.05,,21.57,5.02%,1,6.5,3.01%,1.28%,1.74%
1906.06,9.3,0.37,0.72,8.56,1906.46,3.53,342.09,13.43,"2,007.55",26.3,154.34,18.17,,21.72,5.12%,1,6.51,2.89%,1.19%,1.70%
1906.07,9.06,0.37,0.72,8.28,1906.54,3.55,344.76,14.11,"2,030.08",27.49,161.89,18.2,,21.75,4.75%,1,6.74,2.68%,0.86%,1.82%
1906.08,9.73,0.38,0.73,8.47,1906.62,3.57,361.93,14.01,"2,138.10",27.15,160.41,18.97,,22.67,4.74%,1,6.6,2.18%,1.00%,1.18%
1906.09,10.03,0.38,0.74,8.56,1906.71,3.59,368.95,14.07,"2,186.45",27.13,160.77,19.2,,22.94,4.77%,1,6.53,2.22%,0.94%,1.28%
1906.1,9.73,0.39,0.75,8.75,1906.79,3.61,350.13,13.97,"2,081.84",26.81,159.4,18.1,,21.62,4.99%,1,6.4,2.90%,0.99%,1.91%
1906.11,9.93,0.39,0.75,8.85,1906.87,3.63,353.49,14.03,"2,108.75",26.79,159.8,18.14,,21.68,4.76%,1,6.34,2.87%,0.94%,1.93%
1906.12,9.84,0.4,0.76,8.94,1906.96,3.65,346.56,14.09,"2,074.41",26.77,160.22,17.66,,21.11,5.00%,1,6.28,2.58%,0.97%,1.61%
1907.01,9.56,0.4,0.75,8.85,1907.04,3.67,340.32,14.36,"2,044.21",26.76,160.74,17.22,,20.6,5.32%,1,6.36,2.45%,0.78%,1.67%
1907.02,9.26,0.41,0.74,9.04,1907.12,3.69,322.7,14.17,"1,945.47",25.9,156.16,16.22,,19.41,5.88%,1,6.23,2.16%,0.74%,1.42%
1907.03,8.35,0.41,0.74,8.94,1907.21,3.7,294.08,14.44,"1,780.20",25.89,156.7,14.69,,17.6,6.40%,1,6.31,3.44%,0.62%,2.81%
1907.04,8.39,0.41,0.73,8.94,1907.29,3.72,295.49,14.56,"1,796.07",25.59,155.57,14.67,,17.59,6.54%,1,6.32,2.74%,0.13%,2.61%
1907.05,8.1,0.42,0.72,9.13,1907.37,3.74,279.33,14.37,"1,705.14",24.77,151.21,13.79,,16.56,7.33%,1,6.2,2.82%,0.18%,2.64%
1907.06,7.84,0.42,0.71,9.23,1907.46,3.75,267.58,14.33,"1,640.69",24.23,148.58,13.14,,15.81,7.78%,1,6.15,3.32%,0.12%,3.20%
1907.07,8.14,0.42,0.7,9.23,1907.54,3.77,277.82,14.45,"1,710.86",23.95,147.48,13.59,,16.36,7.52%,1,6.16,2.82%,0.28%,2.55%
1907.08,7.53,0.43,0.69,9.23,1907.62,3.79,257,14.56,"1,590.12",23.66,146.41,12.51,,15.09,7.67%,1,6.17,3.17%,0.12%,3.06%
1907.09,7.45,0.43,0.69,9.23,1907.71,3.8,254.27,14.68,"1,580.80",23.38,145.35,12.33,,14.9,7.48%,1,6.18,2.56%,-0.11%,2.68%
1907.1,6.64,0.43,0.68,9.32,1907.79,3.82,224.31,14.64,"1,402.13",22.86,142.89,10.83,,13.12,8.83%,1,6.13,3.14%,-0.16%,3.31%
1907.11,6.25,0.44,0.67,8.94,1907.87,3.84,220.12,15.38,"1,383.95",23.54,147.98,10.59,,12.86,8.60%,1,6.4,2.47%,-0.58%,3.05%
1907.12,6.57,0.44,0.66,8.75,1907.96,3.85,236.42,15.83,"1,494.72",23.75,150.15,11.33,,13.8,7.74%,1,6.55,1.26%,-0.95%,2.21%
1908.01,6.85,0.44,0.65,8.66,1908.04,3.87,249.2,15.89,"1,583.92",23.77,151.06,11.9,,14.52,7.19%,1,6.64,1.13%,-1.27%,2.40%
1908.02,6.6,0.43,0.65,8.56,1908.12,3.86,242.78,15.94,"1,551.51",23.79,152.02,11.55,,14.13,7.19%,1,6.74,1.65%,-1.45%,3.10%
1908.03,6.87,0.43,0.64,8.56,1908.21,3.85,252.71,15.82,"1,623.41",23.54,151.23,11.98,,14.68,6.89%,1,6.76,1.13%,-1.37%,2.51%
1908.04,7.24,0.43,0.63,8.66,1908.29,3.84,263.39,15.52,"1,700.35",23.04,148.73,12.45,,15.28,6.70%,1,6.71,0.50%,-1.40%,1.90%
1908.05,7.63,0.42,0.63,8.66,1908.37,3.83,277.58,15.4,"1,800.23",22.8,147.86,13.08,,16.07,5.63%,1,6.74,0.10%,-1.61%,1.71%
1908.06,7.64,0.42,0.62,8.66,1908.46,3.82,277.94,15.28,"1,810.84",22.56,146.95,13.05,,16.06,6.35%,1,6.77,-0.01%,-1.74%,1.73%
1908.07,7.92,0.42,0.61,8.75,1908.54,3.82,285,14.99,"1,864.94",22.07,144.42,13.35,,16.44,6.45%,1,6.72,-0.42%,-1.89%,1.47%
1908.08,8.26,0.41,0.61,8.75,1908.62,3.81,297.23,14.87,"1,953.11",21.83,143.46,13.88,,17.12,6.17%,1,6.75,-0.92%,-2.08%,1.16%
1908.09,8.17,0.41,0.6,8.75,1908.71,3.8,293.99,14.75,"1,939.91",21.59,142.47,13.7,,16.92,6.27%,1,6.77,-1.03%,-2.27%,1.24%
1908.1,8.27,0.41,0.59,8.85,1908.79,3.79,294.39,14.48,"1,950.51",21.12,139.93,13.69,,16.92,6.40%,1,6.73,-0.80%,-2.34%,1.55%
1908.11,8.83,0.4,0.59,8.94,1908.87,3.78,310.98,14.2,"2,068.27",20.66,137.42,14.44,,17.85,6.14%,1,6.68,-1.25%,-2.42%,1.16%
1908.12,9.03,0.4,0.58,9.04,1908.96,3.77,314.68,13.94,"2,100.58",20.21,134.92,14.58,,18.04,6.04%,1,6.64,-1.66%,-2.43%,0.76%
1909.01,9.06,0.4,0.6,8.94,1909.04,3.76,319.08,14.2,"2,137.88",20.96,140.4,14.76,,18.28,5.86%,1,6.73,-1.84%,-2.53%,0.69%
1909.02,8.8,0.41,0.61,9.04,1909.12,3.77,306.66,14.17,"2,062.58",21.26,142.97,14.17,,17.55,5.96%,1,6.68,-1.21%,-2.26%,1.05%
1909.03,8.92,0.41,0.63,9.04,1909.21,3.79,310.85,14.29,"2,098.72",21.78,147.05,14.34,,17.77,5.86%,1,6.69,-1.15%,-2.39%,1.24%
1909.04,9.32,0.41,0.64,9.23,1909.29,3.8,318.09,14.11,"2,155.56",21.84,148.02,14.65,,18.16,5.77%,1,6.57,-1.22%,-2.38%,1.17%
1909.05,9.63,0.42,0.66,9.32,1909.37,3.81,325.32,14.08,"2,212.48",22.13,150.49,14.95,,18.55,5.73%,1,6.51,-0.88%,-2.41%,1.53%
1909.06,9.8,0.42,0.67,9.42,1909.46,3.82,327.71,14.04,"2,236.75",22.4,152.92,15.04,,18.66,5.64%,1,6.46,-0.68%,-2.33%,1.65%
1909.07,9.94,0.42,0.69,9.42,1909.54,3.84,332.4,14.16,"2,276.75",22.91,156.9,15.23,,18.9,5.41%,1,6.48,-0.78%,-2.62%,1.85%
1909.08,10.18,0.43,0.7,9.51,1909.62,3.85,337.02,14.13,"2,316.46",23.17,159.29,15.42,,19.13,5.29%,1,6.43,-1.75%,-2.70%,0.95%
1909.09,10.19,0.43,0.72,9.61,1909.71,3.86,334.01,14.09,"2,303.87",23.44,161.66,15.25,,18.93,5.05%,1,6.38,-1.55%,-2.68%,1.12%
1909.1,10.23,0.43,0.73,9.8,1909.79,3.87,328.81,13.93,"2,276.00",23.46,162.41,14.99,,18.6,5.23%,1,6.27,-1.06%,-2.66%,1.60%
1909.11,10.18,0.44,0.75,9.9,1909.87,3.89,324.06,13.9,"2,251.11",23.72,164.74,14.75,,18.29,5.30%,1,6.22,-1.41%,-2.79%,1.37%
1909.12,10.3,0.44,0.76,9.99,1909.96,3.9,324.75,13.87,"2,263.98",23.96,167.05,14.75,,18.3,5.26%,1,6.17,-1.93%,-2.92%,0.99%
1910.01,10.08,0.44,0.76,9.9,1910.04,3.91,320.87,14.09,"2,245.12",24.11,168.72,14.55,,18.05,5.24%,1,6.25,-2.10%,-3.22%,1.12%
1910.02,9.72,0.45,0.76,9.9,1910.12,3.92,309.41,14.17,"2,173.19",24.03,168.8,14,,17.37,5.38%,1,6.26,-2.67%,-3.32%,0.65%
1910.03,9.96,0.45,0.75,10.09,1910.21,3.92,311.07,13.98,"2,193.03",23.5,165.69,14.05,,17.44,5.55%,1,6.16,-2.15%,-3.23%,1.08%
1910.04,9.72,0.45,0.75,10.18,1910.29,3.93,300.74,13.92,"2,128.36",23.21,164.22,13.56,,16.83,5.90%,1,6.12,-2.18%,-3.42%,1.24%
1910.05,9.56,0.45,0.75,9.99,1910.37,3.93,301.42,14.27,"2,141.60",23.57,167.45,13.57,,16.85,5.94%,1,6.26,-2.96%,-3.74%,0.78%
1910.06,9.1,0.46,0.75,9.9,1910.46,3.94,289.68,14.48,"2,066.73",23.72,169.2,13.02,,16.18,6.27%,1,6.33,-2.87%,-3.96%,1.09%
1910.07,8.64,0.46,0.74,9.9,1910.54,3.95,275.03,14.56,"1,970.92",23.64,169.38,12.34,,15.35,6.56%,1,6.35,-2.32%,-3.91%,1.59%
1910.08,8.85,0.46,0.74,9.8,1910.62,3.95,284.45,14.79,"2,047.26",23.78,171.18,12.75,,15.86,6.33%,1,6.43,-2.79%,-3.76%,0.97%
1910.09,8.91,0.46,0.74,9.7,1910.71,3.96,289.19,15.01,"2,090.35",23.94,173.02,12.94,,16.11,5.98%,1,6.51,-2.46%,-3.71%,1.25%
1910.1,9.32,0.47,0.74,9.42,1910.79,3.96,311.66,15.55,"2,262.16",24.58,178.4,13.92,,17.34,5.25%,1,6.73,-3.11%,-3.94%,0.83%
1910.11,9.31,0.47,0.73,9.23,1910.87,3.97,317.75,15.96,"2,315.99",25,182.22,14.16,,17.65,4.91%,1,6.89,-3.74%,-4.08%,0.35%
1910.12,9.05,0.47,0.73,9.23,1910.96,3.97,308.88,16.04,"2,261.05",24.91,182.38,13.74,,17.14,5.25%,1,6.91,-4.15%,-3.88%,-0.27%
1911.01,9.27,0.47,0.72,9.23,1911.04,3.98,316.38,16.04,"2,325.80",24.52,180.22,14.05,,17.53,4.96%,1,6.93,-3.75%,-3.68%,-0.08%
1911.02,9.43,0.47,0.71,8.94,1911.12,3.98,332.12,16.55,"2,451.59",24.89,183.73,14.72,,18.37,4.44%,1,7.17,-3.96%,-3.61%,-0.35%
1911.03,9.32,0.47,0.7,9.04,1911.21,3.99,324.79,16.38,"2,407.56",24.22,179.53,14.37,,17.94,4.71%,1,7.12,-3.92%,-3.39%,-0.53%
1911.04,9.28,0.47,0.68,8.75,1911.29,3.99,333.94,16.91,"2,485.83",24.59,183.04,14.75,,18.43,4.33%,1,7.37,-4.03%,-3.54%,-0.49%
1911.05,9.48,0.47,0.67,8.75,1911.37,3.99,341.13,16.91,"2,549.90",24.17,180.67,15.05,,18.81,4.19%,1,7.39,-3.71%,-3.26%,-0.45%
1911.06,9.67,0.47,0.66,8.75,1911.46,3.99,347.97,16.91,"2,611.54",23.75,178.24,15.33,,19.16,4.07%,1,7.42,-4.63%,-3.15%,-1.48%
1911.07,9.63,0.47,0.65,8.85,1911.54,4,342.81,16.73,"2,583.25",23.08,173.91,15.08,,18.86,4.15%,1,7.36,-4.55%,-3.04%,-1.51%
1911.08,9.17,0.47,0.64,9.13,1911.62,4,316.23,16.21,"2,393.15",21.96,166.16,13.9,,17.39,4.91%,1,7.15,-3.88%,-2.68%,-1.20%
1911.09,8.67,0.47,0.63,9.23,1911.71,4,295.91,16.04,"2,249.47",21.33,162.16,13,,16.28,5.39%,1,7.1,-2.88%,-2.41%,-0.47%
1911.1,8.72,0.47,0.61,9.23,1911.79,4,297.61,16.04,"2,272.60",20.93,159.84,13.07,,16.38,5.34%,1,7.12,-2.79%,-2.35%,-0.44%
1911.11,9.07,0.47,0.6,9.13,1911.87,4.01,312.78,16.21,"2,398.74",20.75,159.13,13.73,,17.23,4.75%,1,7.22,-2.70%,-2.34%,-0.36%
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,317.47,16.38,"2,445.15",20.56,158.36,13.93,,17.49,4.41%,1,7.32,-2.44%,-2.33%,-0.11%
1912.01,9.12,0.47,0.6,9.13,1912.04,4.01,314.51,16.24,"2,432.75",20.66,159.84,13.79,,17.34,4.70%,1,7.27,-2.12%,-1.94%,-0.18%
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,308.53,16.1,"2,396.95",20.76,161.29,13.53,,17.02,4.91%,1,7.19,-1.71%,-1.81%,0.10%
1912.03,9.3,0.47,0.62,9.42,1912.21,4.08,310.99,15.8,"2,426.29",20.65,161.1,13.64,,17.17,5.03%,1,7.05,-1.30%,-1.46%,0.16%
1912.04,9.59,0.47,0.63,9.7,1912.29,4.12,311.26,15.36,"2,438.35",20.34,159.34,13.65,,17.2,5.16%,1,6.85,-0.72%,-1.14%,0.42%
1912.05,9.58,0.47,0.64,9.7,1912.37,4.16,310.94,15.39,"2,445.86",20.64,162.33,13.65,,17.2,5.01%,1,6.85,-0.32%,-1.11%,0.79%
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,314.02,15.57,"2,480.29",21.14,166.99,13.79,,17.38,4.68%,1,6.92,-0.51%,-1.19%,0.68%
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,314.34,15.6,"2,493.14",21.44,170.07,13.8,,17.41,4.64%,1,6.92,-0.50%,-1.22%,0.72%
1912.08,9.81,0.48,0.66,9.7,1912.62,4.27,318.4,15.47,"2,535.55",21.53,171.44,13.98,,17.65,4.72%,1,6.86,-0.13%,-0.98%,0.84%
1912.09,9.86,0.48,0.67,9.8,1912.71,4.3,316.92,15.35,"2,533.91",21.62,172.83,13.93,,17.58,4.70%,1,6.8,0.18%,-0.85%,1.03%
1912.1,9.84,0.48,0.68,9.8,1912.79,4.34,316.27,15.37,"2,539.02",21.91,175.9,13.91,,17.56,3.99%,1,6.8,0.36%,-0.89%,1.25%
1912.11,9.73,0.48,0.69,9.8,1912.87,4.38,312.74,15.4,"2,520.94",22.2,178.98,13.75,,17.37,4.37%,1,6.81,-0.09%,-0.92%,0.83%
1912.12,9.38,0.48,0.7,9.7,1912.96,4.41,304.44,15.58,"2,464.55",22.72,183.92,13.39,,16.92,4.31%,1,6.88,0.10%,-1.05%,1.15%
1913.01,9.3,0.48,0.69,9.8,1913.04,4.45,298.92,15.43,"2,430.21",22.31,181.4,13.15,,16.62,4.40%,1.01,6.82,0.49%,-0.87%,1.36%
1913.02,8.97,0.48,0.69,9.8,1913.12,4.43,288.31,15.43,"2,354.43",22.12,180.66,12.68,,16.04,4.71%,1.01,6.85,1.27%,-0.87%,2.15%
1913.03,8.8,0.48,0.68,9.8,1913.21,4.4,282.85,15.43,"2,320.31",21.94,179.96,12.44,,15.75,5.22%,1.01,6.89,1.63%,-0.87%,2.50%
1913.04,8.79,0.48,0.68,9.8,1913.29,4.38,282.52,15.43,"2,328.22",21.75,179.24,12.43,,15.74,5.25%,1.01,6.93,1.22%,-0.93%,2.15%
1913.05,8.55,0.48,0.67,9.7,1913.37,4.35,277.64,15.59,"2,298.70",21.78,180.35,12.22,,15.49,5.54%,1.01,7.04,0.91%,-1.03%,1.94%
1913.06,8.12,0.48,0.67,9.8,1913.46,4.33,260.99,15.43,"2,171.46",21.37,177.84,11.49,,14.58,6.19%,1.01,7.01,1.09%,-0.99%,2.08%
1913.07,8.23,0.48,0.66,9.9,1913.54,4.31,261.85,15.27,"2,189.24",20.97,175.35,11.53,,14.65,6.29%,1.01,6.98,0.60%,-1.00%,1.60%
1913.08,8.45,0.48,0.65,9.9,1913.62,4.28,268.85,15.27,"2,258.40",20.79,174.6,11.85,,15.06,6.08%,1.01,7.02,0.45%,-0.95%,1.39%
1913.09,8.53,0.48,0.65,10,1913.71,4.26,268.68,15.12,"2,267.56",20.4,172.13,11.84,,15.07,6.10%,1.01,6.98,0.46%,-0.90%,1.37%
1913.1,8.26,0.48,0.64,10,1913.79,4.23,260.18,15.12,"2,206.42",20.21,171.41,11.47,,14.61,6.51%,1.01,7.02,0.59%,-0.96%,1.55%
1913.11,8.05,0.48,0.64,10.1,1913.87,4.21,251.05,14.97,"2,139.62",19.83,168.99,11.07,,14.12,7.07%,1.01,6.99,1.25%,-0.86%,2.11%
1913.12,8.04,0.48,0.63,10,1913.96,4.18,253.25,15.12,"2,169.07",19.84,169.96,11.17,,14.27,6.91%,1.01,7.1,1.50%,-0.96%,2.46%
1914.01,8.37,0.48,0.62,10,1914.04,4.16,263.64,14.96,"2,268.77",19.55,168.27,11.64,,14.88,6.34%,1,7.14,1.42%,-0.96%,2.38%
1914.02,8.48,0.47,0.61,9.9,1914.12,4.17,269.81,14.95,"2,332.53",19.46,168.26,11.91,,15.24,5.80%,1,7.23,1.29%,-0.99%,2.28%
1914.03,8.32,0.47,0.6,9.9,1914.21,4.17,264.72,14.79,"2,299.18",19.17,166.5,11.69,,14.97,6.07%,1,7.25,1.35%,-0.91%,2.27%
1914.04,8.12,0.46,0.59,9.8,1914.29,4.18,260.99,14.79,"2,277.51",19.07,166.41,11.52,,14.78,6.20%,1,7.35,1.33%,-0.94%,2.26%
1914.05,8.17,0.46,0.58,9.9,1914.37,4.19,259.94,14.48,"2,278.92",18.59,162.95,11.48,,14.74,6.57%,1,7.3,1.34%,-0.82%,2.16%
1914.06,8.13,0.45,0.58,9.9,1914.46,4.19,258.67,14.32,"2,278.22",18.29,161.13,11.43,,14.69,6.60%,1,7.32,1.58%,-0.80%,2.39%
1914.07,7.68,0.45,0.57,10,1914.54,4.2,241.91,14.02,"2,140.88",17.82,157.72,10.69,,13.77,7.30%,1,7.26,2.67%,-0.74%,3.42%
1914.08,7.68,0.44,0.56,10.2,1914.62,4.21,237.17,13.59,"2,108.93",17.19,152.87,10.49,,13.53,7.55%,1,7.14,3.29%,-0.47%,3.76%
1914.09,7.68,0.44,0.55,10.2,1914.71,4.21,237.17,13.43,"2,118.88",16.91,151.05,10.5,,13.56,7.42%,1,7.16,3.13%,-0.51%,3.64%
1914.1,7.68,0.43,0.54,10.1,1914.79,4.22,239.52,13.41,"2,149.84",16.79,150.69,10.61,,13.72,7.21%,1,7.26,2.84%,-0.65%,3.49%
1914.11,7.68,0.43,0.53,10.2,1914.87,4.23,237.17,13.12,"2,138.58",16.34,147.36,10.52,,13.62,7.16%,1,7.21,3.50%,-0.54%,4.04%
1914.12,7.35,0.42,0.52,10.1,1914.96,4.23,229.22,13.1,"2,076.80",16.22,146.93,10.17,,13.19,7.38%,1,7.3,4.34%,-0.68%,5.01%
1915.01,7.48,0.42,0.55,10.1,1915.04,4.24,233.28,13.12,"2,123.44",17.15,156.14,10.36,,13.46,7.19%,1,7.32,4.57%,-0.66%,5.23%
1915.02,7.38,0.42,0.58,10,1915.12,4.22,232.46,13.28,"2,126.08",18.27,167.09,10.33,,13.44,7.13%,1,7.43,4.75%,-0.71%,5.46%
1915.03,7.57,0.42,0.61,9.9,1915.21,4.21,240.85,13.44,"2,213.09",19.41,178.33,10.71,,13.94,6.82%,1,7.54,4.04%,-0.87%,4.91%
1915.04,8.14,0.42,0.64,10,1915.29,4.19,256.4,13.33,"2,366.14",20.16,186.04,11.4,,14.86,6.37%,1,7.5,3.35%,-0.71%,4.06%
1915.05,7.95,0.42,0.67,10.1,1915.37,4.18,247.94,13.23,"2,298.20",20.9,193.69,11.03,,14.38,6.90%,1,7.46,3.96%,-0.67%,4.64%
1915.06,8.04,0.43,0.7,10.1,1915.46,4.16,250.74,13.25,"2,334.46",21.83,203.25,11.15,,14.55,6.81%,1,7.5,3.91%,-0.79%,4.70%
1915.07,8.01,0.43,0.73,10.1,1915.54,4.15,249.81,13.28,"2,336.05",22.77,212.9,11.11,,14.5,6.86%,1,7.54,4.12%,-0.91%,5.03%
1915.08,8.35,0.43,0.76,10.1,1915.62,4.13,260.41,13.31,"2,445.58",23.7,222.59,11.58,,15.11,6.40%,1,7.57,3.83%,-0.91%,4.74%
1915.09,8.66,0.43,0.79,10.1,1915.71,4.11,270.08,13.33,"2,546.81",24.64,232.33,12.01,,15.66,6.22%,1,7.61,3.69%,-0.92%,4.60%
1915.1,9.14,0.43,0.82,10.2,1915.79,4.1,282.25,13.23,"2,672.01",25.32,239.72,12.55,,16.35,5.98%,1,7.57,3.57%,-0.82%,4.39%
1915.11,9.46,0.43,0.85,10.3,1915.87,4.08,289.3,13.13,"2,749.07",25.99,247.01,12.86,,16.74,5.79%,1,7.53,3.46%,-0.90%,4.35%
1915.12,9.48,0.43,0.88,10.3,1915.96,4.07,289.91,13.15,"2,765.29",26.91,256.69,12.88,,16.75,5.68%,1,7.56,3.66%,-0.84%,4.51%
1916.01,9.33,0.44,0.93,10.4,1916.04,4.05,282.58,13.35,"2,705.98",28.29,270.95,12.54,,16.3,6.00%,1,7.53,4.09%,-0.75%,4.84%
1916.02,9.2,0.45,0.99,10.4,1916.12,4.07,278.64,13.68,"2,679.19",29.93,287.81,12.35,,16.03,6.11%,1,7.54,4.25%,-0.72%,4.97%
1916.03,9.17,0.46,1.04,10.5,1916.21,4.08,275.09,13.87,"2,656.14",31.26,301.82,12.18,,15.79,6.31%,1,7.49,3.71%,-0.54%,4.25%
1916.04,9.07,0.47,1.1,10.6,1916.29,4.1,269.52,14.06,"2,613.71",32.6,316.12,11.91,,15.42,6.57%,1,7.43,3.58%,-0.47%,4.04%
1916.05,9.27,0.48,1.15,10.7,1916.37,4.11,272.89,14.25,"2,657.89",33.88,330.01,12.03,,15.55,6.46%,1,7.38,3.58%,-0.28%,3.86%
1916.06,9.36,0.5,1.21,10.8,1916.46,4.13,272.99,14.44,"2,670.57",35.14,343.81,12,,15.49,6.56%,1,7.33,4.12%,-0.10%,4.22%
1916.07,9.23,0.51,1.26,10.8,1916.54,4.14,269.2,14.75,"2,645.50",36.72,360.85,11.79,,15.21,7.04%,1,7.34,4.81%,0.04%,4.77%
1916.08,9.3,0.52,1.31,10.9,1916.62,4.16,268.75,14.93,"2,653.34",37.94,374.61,11.73,,15.11,6.93%,1,7.29,5.29%,0.22%,5.07%
1916.09,9.68,0.53,1.37,11.1,1916.71,4.17,274.69,14.97,"2,724.31",38.82,385.01,11.94,,15.36,6.83%,1,7.18,5.16%,0.38%,4.78%
1916.1,9.98,0.54,1.42,11.3,1916.79,4.19,278.19,15.01,"2,771.43",39.64,394.89,12.05,,15.46,6.70%,1,7.07,4.72%,0.53%,4.20%
1916.11,10.21,0.55,1.48,11.5,1916.87,4.2,279.65,15.04,"2,798.48",40.43,404.56,12.05,,15.44,6.75%,1,6.96,4.74%,0.68%,4.07%
1916.12,9.8,0.56,1.53,11.6,1916.96,4.22,266.11,15.21,"2,675.63",41.55,417.73,11.41,,14.6,7.18%,1,6.91,5.50%,0.79%,4.70%
1917.01,9.57,0.57,1.51,11.7,1917.04,4.23,257.64,15.37,"2,603.37",40.63,410.5,10.99,,14.04,7.70%,1,6.87,5.88%,1.02%,4.86%
1917.02,9.03,0.58,1.49,12,1917.12,4.26,237.03,15.27,"2,407.92",39.06,396.79,10.06,,12.84,8.55%,1,6.71,7.02%,1.35%,5.67%
1917.03,9.31,0.59,1.47,12,1917.21,4.29,244.38,15.55,"2,495.75",38.53,393.53,10.33,,13.17,8.38%,1,6.72,6.91%,1.43%,5.48%
1917.04,9.17,0.6,1.45,12.6,1917.29,4.32,229.24,15.08,"2,354.00",36.17,371.45,9.64,,12.29,9.54%,1,6.4,7.84%,1.94%,5.90%
1917.05,8.86,0.61,1.43,12.8,1917.37,4.34,218.03,15.11,"2,251.82",35.09,362.43,9.14,,11.65,10.03%,1,6.31,8.67%,2.06%,6.61%
1917.06,9.04,0.63,1.41,13,1917.46,4.37,219.04,15.14,"2,275.25",34.04,353.62,9.15,,11.67,10.04%,1,6.22,8.62%,2.12%,6.50%
1917.07,8.79,0.64,1.38,12.8,1917.54,4.4,216.31,15.65,"2,260.44",34.06,355.91,9,,11.49,10.03%,1,6.33,9.16%,2.15%,7.01%
1917.08,8.53,0.65,1.36,13,1917.62,4.43,206.68,15.67,"2,173.48",33.03,347.3,8.57,,10.95,10.72%,1,6.24,10.26%,2.38%,7.88%
1917.09,8.12,0.66,1.34,13.3,1917.71,4.46,192.31,15.57,"2,035.98",31.81,336.74,7.95,,10.17,11.84%,1,6.11,11.58%,2.57%,9.01%
1917.1,7.68,0.67,1.32,13.5,1917.79,4.49,179.19,15.59,"1,910.89",30.85,328.93,7.39,,9.47,12.82%,1,6.03,12.09%,2.68%,9.42%
1917.11,7.04,0.68,1.3,13.5,1917.87,4.51,164.26,15.85,"1,765.73",30.36,326.31,6.75,,8.69,14.50%,1,6.04,13.34%,2.75%,10.59%
1917.12,6.8,0.69,1.28,13.7,1917.96,4.54,156.34,15.86,"1,694.85",29.43,319.03,6.41,,8.28,15.63%,1,5.96,14.12%,2.92%,11.20%
1918.01,7.21,0.68,1.26,14,1918.04,4.57,162.22,15.3,"1,772.35",28.26,308.75,6.64,,8.6,15.41%,1,5.84,13.69%,3.15%,10.54%
1918.02,7.43,0.67,1.23,14.1,1918.12,4.56,165.98,14.97,"1,827.10",27.52,302.96,6.78,,8.81,15.29%,1,5.82,13.39%,3.31%,10.07%
1918.03,7.28,0.66,1.21,14,1918.21,4.56,163.79,14.85,"1,816.63",27.18,301.44,6.69,,8.7,15.44%,1,5.89,14.09%,3.20%,10.88%
1918.04,7.21,0.65,1.18,14.2,1918.29,4.55,159.93,14.42,"1,787.15",26.24,293.23,6.52,,8.51,15.85%,1,5.83,15.01%,3.31%,11.70%
1918.05,7.44,0.64,1.16,14.5,1918.37,4.55,161.62,13.9,"1,818.95",25.18,283.35,6.58,,8.61,15.94%,1,5.73,15.13%,3.44%,11.70%
1918.06,7.45,0.63,1.14,14.7,1918.46,4.54,159.64,13.5,"1,809.27",24.32,275.64,6.5,,8.52,16.29%,1,5.68,14.72%,3.60%,11.12%
1918.07,7.51,0.62,1.11,15.1,1918.54,4.54,156.66,12.93,"1,787.74",23.18,264.47,6.37,,8.38,16.76%,1,5.55,14.99%,3.85%,11.14%
1918.08,7.58,0.61,1.09,15.4,1918.62,4.53,155.04,12.48,"1,781.12",22.23,255.42,6.3,,8.31,17.15%,1,5.47,15.44%,4.02%,11.42%
1918.09,7.54,0.6,1.06,15.7,1918.71,4.52,151.27,12.04,"1,749.39",21.33,246.63,6.15,,8.12,17.76%,1,5.39,16.33%,4.07%,12.27%
1918.1,7.86,0.59,1.04,16,1918.79,4.52,154.74,11.62,"1,800.64",20.43,237.79,6.29,,8.33,17.48%,1,5.31,16.34%,4.29%,12.05%
1918.11,8.06,0.58,1.01,16.3,1918.87,4.51,155.75,11.21,"1,823.34",19.59,229.39,6.33,,8.4,17.46%,1,5.23,16.99%,4.45%,12.54%
1918.12,7.9,0.57,0.99,16.5,1918.96,4.51,150.81,10.88,"1,776.10",18.9,222.57,6.13,,8.15,18.00%,1,5.19,17.45%,4.61%,12.84%
1919.01,7.85,0.57,0.99,16.5,1919.04,4.5,149.86,10.82,"1,775.47",18.8,222.78,6.1,,8.12,18.21%,1,5.21,18.33%,4.58%,13.75%
